Weights,Prices,Capacity,Best picks,Best price
[29 31 43 36 18],[19 10  1 18  7],57,[1. 0. 0. 0. 1.],26.0
[30 41 24 47 39],[ 7  8 13 15 11],45,[0. 0. 1. 0. 0.],13.0
[15  2 25 37  9],[18 10 15  9 12],98,[1. 1. 1. 1. 1.],64.0
[41 11  3 14 46],[ 2 15  5  3 17],80,[0. 1. 1. 1. 1.],40.0
[27 45 39 38 44],[ 5 14 13  1 11],48,[0. 1. 0. 0. 0.],14.0
[44 40  9  8 31],[ 8  6 12  3  5],35,[0. 0. 1. 1. 0.],15.0
[28 39  7 46 49],[15  4  4 15 12],55,[1. 0. 1. 0. 0.],19.0
[15 11 33 44  3],[ 6  8  6  1 13],69,[1. 1. 1. 0. 1.],33.0
[29 41 25 31 10],[18  6 15 14  5],64,[1. 0. 1. 0. 1.],38.0
[40  6 18 40 37],[12 10 18  6  2],49,[0. 1. 1. 0. 0.],28.0
[31 23 48 36 47],[ 8  9  7 19 15],88,[0. 0. 0. 1. 1.],34.0
[46 13 34 46 11],[14  4  7 15 13],85,[0. 1. 0. 1. 1.],32.0
[ 7 15 40 48 49],[12 12 17  1  3],87,[1. 1. 1. 0. 0.],41.0
[34 17 36 31 19],[10  5 12  6 16],84,[0. 1. 1. 0. 1.],33.0
[26 43 41 29 48],[ 6  1 17 17 11],64,[1. 0. 0. 1. 0.],23.0
[47 41 28 39 33],[19  2 19 17 19],50,[1. 0. 0. 0. 0.],19.0
[ 6 38  7 27 41],[18  2 17 14 16],19,[1. 0. 1. 0. 0.],35.0
[37 29 48 18 10],[11  3  5 13  3],64,[1. 0. 0. 1. 0.],24.0
[49 40 26 10 38],[12 13  2  9  5],46,[0. 1. 0. 0. 0.],13.0
[26 46 11 45 22],[ 5  6 11  3 13],90,[0. 1. 1. 0. 1.],30.0
[43  6 39 45 44],[7 1 7 4 2],49,[1. 1. 0. 0. 0.],8.0
[38 24 42 22 40],[ 5  5 16 18  9],82,[0. 0. 1. 1. 0.],34.0
[ 7 43 24 24  3],[12 16  4  9 13],38,[1. 0. 0. 1. 1.],34.0
[28  8 35 20  1],[15 12  4 16 19],44,[0. 1. 0. 1. 1.],47.0
[38 17 37 17 15],[18 11 16  4  3],69,[0. 1. 1. 0. 1.],30.0
[ 6 44  9 24 23],[15  3 15 16  1],22,[1. 0. 1. 0. 0.],30.0
[ 2 47 17 34 49],[18 14  5 15  3],36,[1. 0. 0. 1. 0.],33.0
[43  1 35  6 38],[7 6 9 5 8],69,[0. 1. 1. 1. 0.],20.0
[12  2 18 26  5],[ 5 12  3  8  1],82,[1. 1. 1. 1. 1.],29.0
[27  2 15 15 44],[13  1 10  6 16],56,[1. 1. 1. 0. 0.],24.0
[ 4 21 16 49 41],[14 15  8  3  9],58,[1. 1. 1. 0. 0.],37.0
[ 3  5 14 22  3],[ 8 19 13 16  9],94,[1. 1. 1. 1. 1.],65.0
[ 9 32 29 29 42],[12 16  9 16  7],36,[0. 1. 0. 0. 0.],16.0
[43 12 11  8 22],[14  6  1  4 12],65,[1. 0. 0. 0. 1.],26.0
[35 45 35  5 47],[15 19 14  4 17],24,[0. 0. 0. 1. 0.],4.0
[22  2 22 19 30],[18  7  6 12  4],76,[1. 1. 1. 1. 0.],43.0
[41 13 42 26 11],[ 6  2 19 11  1],50,[0. 0. 1. 0. 0.],19.0
[20  5 17 26 29],[14  5 14  5  6],92,[1. 1. 1. 0. 1.],39.0
[29  2 16 12 45],[16  7  8 17 11],34,[0. 1. 1. 1. 0.],32.0
[19  7 42  9 49],[11 14  3 13  4],28,[0. 1. 0. 1. 0.],27.0
[10  5 49 15 14],[15 15  2  4 10],42,[1. 1. 0. 0. 1.],40.0
[27 18 29  3  6],[15  8  6  4 17],42,[1. 0. 0. 1. 1.],36.0
[34 26 21 11 23],[16  5  5 12 18],32,[0. 0. 0. 0. 1.],18.0
[34 34 34 18 17],[ 6 19  5  8 19],83,[0. 1. 0. 1. 1.],46.0
[12  7  9  1 48],[ 2  7 13 12 10],67,[0. 1. 1. 1. 1.],42.0
[ 8 30 47 32 35],[17 15 13 13  1],48,[1. 1. 0. 0. 0.],32.0
[35  3 43 22 44],[ 3 16 12  1 12],35,[0. 1. 0. 1. 0.],17.0
[15  2 30 30 22],[ 5 19 10 15  1],65,[0. 1. 1. 1. 0.],44.0
[43 31 13 16 23],[16  2 15 17  7],71,[0. 0. 1. 1. 1.],39.0
[19 43 31 29 16],[13 11 12 16 15],36,[1. 0. 0. 0. 1.],28.0
[20 18 28 17  8],[ 1 18  3  2  2],28,[0. 1. 0. 0. 1.],20.0
[ 7  9 23  1  6],[12  7 15 12 12],88,[1. 1. 1. 1. 1.],58.0
[ 2 14 10  7 45],[19  2 11  8  4],55,[1. 1. 1. 1. 0.],40.0
[36 18 42 38 44],[ 6  7 16 11 18],79,[0. 1. 0. 0. 1.],25.0
[17 48 39 25 41],[11 10  4 15 11],27,[0. 0. 0. 1. 0.],15.0
[36 15 41 16 15],[10  6 19 10 10],85,[0. 0. 1. 1. 1.],39.0
[39 27  3 42 17],[ 7  7 13 19  7],41,[0. 1. 1. 0. 0.],20.0
[24 20 39 46 15],[13  9 10 14 11],40,[1. 0. 0. 0. 1.],24.0
[30 42 18 17 39],[3 8 8 7 5],15,,0.0
[46 28 11 35 40],[ 2  1 18  8 11],16,[0. 0. 1. 0. 0.],18.0
[21 18 11 20 31],[17 13 10  3  6],21,[1. 0. 0. 0. 0.],17.0
[22 30 25 47 31],[ 3 13 12  1  2],87,[1. 1. 1. 0. 0.],28.0
[44 30  3 26 36],[15  1  6  6 19],48,[0. 0. 1. 0. 1.],25.0
[40 22  4  6 34],[11 16 19  1 17],60,[0. 1. 1. 0. 1.],52.0
[16  4  1  6 13],[10  5 11 17  7],46,[1. 1. 1. 1. 1.],50.0
[33 18 14 41 41],[ 8 14 10 18  4],43,[0. 1. 1. 0. 0.],24.0
[ 9 14  4 20 30],[ 8  7  5 18  9],46,[1. 1. 0. 1. 0.],33.0
[25  8 22 30 39],[ 3  8 17 13 14],96,[0. 0. 1. 1. 1.],44.0
[ 2 25 41 35 16],[10  3  3 16 10],16,[1. 0. 0. 0. 0.],10.0
[ 6 16 46 20 27],[ 7  3  6  6 12],97,[1. 1. 1. 0. 1.],28.0
[27 15 33 14 42],[16  6 11  8 10],21,[0. 0. 0. 1. 0.],8.0
[48 27 21 36  7],[18 19  5 11 10],61,[0. 1. 1. 0. 1.],34.0
[ 4 42 48 17 21],[16  9  2  5 10],96,[1. 1. 0. 1. 1.],40.0
[ 9  4 25 31 19],[ 2 16  6  6  4],20,[1. 1. 0. 0. 0.],18.0
[ 4 49  3 35 29],[18  4 19  9 13],99,[1. 0. 1. 1. 1.],59.0
[40 18 47 19 36],[10  2  1 13 10],48,[0. 1. 0. 1. 0.],15.0
[12 18  8  3 11],[14 16  6  7 14],80,[1. 1. 1. 1. 1.],57.0
[44 31 21  6 28],[ 4 18  3 16 11],35,[0. 0. 0. 1. 1.],27.0
[ 6 13 11 29 22],[ 3  3 14 13  4],76,[1. 0. 1. 1. 1.],34.0
[ 5  3 25 49 41],[ 9 13 15  4  5],58,[1. 1. 1. 0. 0.],37.0
[ 9  9 29 20  8],[ 8 15  6 15  3],52,[1. 1. 0. 1. 1.],41.0
[ 6 43 38 20 34],[ 9  9  9 19 10],18,[1. 0. 0. 0. 0.],9.0
[15 40 23 16  3],[ 9  9 14 18  2],35,[1. 0. 0. 1. 1.],29.0
[28 29 36 43 15],[19 16 11 12 16],28,[1. 0. 0. 0. 0.],19.0
[49 36 11 29 41],[ 7  7 18 17  3],25,[0. 0. 1. 0. 0.],18.0
[47 16 36 43 10],[5 5 1 9 2],42,[0. 1. 0. 0. 1.],7.0
[35 39 45 12 11],[4 5 9 6 2],42,[0. 0. 0. 1. 1.],8.0
[ 7 36  7 31 17],[15 13 17 11 14],70,[1. 1. 1. 0. 1.],59.0
[ 2 10 13 26 44],[19  1  9  4 14],20,[1. 0. 1. 0. 0.],28.0
[ 1 29 35 43  6],[17 10  2  1 14],52,[1. 1. 0. 0. 1.],41.0
[ 7 17  7 33 15],[11  6  4 19 13],46,[1. 1. 1. 0. 1.],34.0
[39 28 15 45  1],[19  1 12  3 19],86,[1. 1. 1. 0. 1.],51.0
[ 5 12 49 13 21],[9 6 3 2 7],58,[1. 1. 0. 1. 1.],24.0
[11 46 10 38  1],[ 7 18 19  9 15],18,[0. 0. 1. 0. 1.],34.0
[40 29 29 25 21],[10 18 17  1 10],59,[0. 1. 1. 0. 0.],35.0
[10 39  1 49 40],[ 6  1 14 19 18],55,[1. 0. 1. 0. 1.],38.0
[46 10 17 44 25],[14 18 18  7 19],30,[0. 1. 1. 0. 0.],36.0
[48 45 26 26 26],[14 11  7 19 15],44,[0. 0. 0. 1. 0.],19.0
[41  2 18 40 33],[ 6  3  8 14 13],52,[0. 0. 1. 0. 1.],21.0
[10 33 47 29 45],[ 2 14  6  8  4],83,[1. 1. 0. 1. 0.],24.0
[44 23  5  2 19],[ 5  2 14 14 12],82,[1. 0. 1. 1. 1.],45.0
[19 32 21 20  2],[ 1 18 17  1 17],89,[1. 1. 1. 0. 1.],53.0
[22 45 34 17 30],[ 9  7  8  3 15],41,[0. 0. 0. 0. 1.],15.0
[ 1  5 44 27 37],[19  2  4  4  3],19,[1. 1. 0. 0. 0.],21.0
[43 45 30 15 34],[11 12 12  3 19],50,[0. 0. 0. 1. 1.],22.0
[36 18 19 13  2],[13 11  4  1 12],81,[1. 1. 1. 0. 1.],40.0
[ 3 35 32 45 49],[ 7  3 12 15  4],43,[1. 0. 1. 0. 0.],19.0
[31 39 41 15  9],[13 17 10  6 11],92,[1. 1. 0. 0. 1.],41.0
[29 43 31 26  2],[10 19  3 17 14],63,[1. 0. 0. 1. 1.],41.0
[24 37 26 30 14],[18  6 16  4 16],97,[1. 0. 1. 1. 1.],54.0
[20 32 40 13 13],[ 1 12 12  8 15],84,[1. 1. 0. 1. 1.],36.0
[18 10 18 32 26],[7 1 5 6 6],73,[1. 1. 1. 0. 1.],19.0
[12 22 17 46 45],[ 1  4 16 18 14],27,[0. 0. 1. 0. 0.],16.0
[26 37  1  3 22],[14  1  6  3 13],18,[0. 0. 1. 1. 0.],9.0
[12 47 30  3 39],[15 15  6  9  9],63,[1. 1. 0. 1. 0.],39.0
[32 25 35 43 34],[10  2  9 12  9],55,[0. 0. 0. 1. 0.],12.0
[ 4  4  4 15 12],[19 11  2 16 14],30,[1. 1. 1. 1. 0.],48.0
[43 49 48 26  7],[15 12  1 17 11],26,[0. 0. 0. 1. 0.],17.0
[22 47 39 26 16],[12  8  3 19 10],37,[0. 0. 0. 1. 0.],19.0
[43 49  4 26  9],[ 9 12 15 13  2],64,[0. 0. 1. 1. 1.],30.0
[19 24 45 34 30],[11  2 14 10  6],35,[1. 0. 0. 0. 0.],11.0
[11 30 40 21  8],[13 19  8  8 10],15,[1. 0. 0. 0. 0.],13.0
[30 38 46 27 16],[13 10 19 14 19],87,[1. 0. 0. 1. 1.],46.0
[ 3 14 42 44 46],[13  3 17 17  4],81,[1. 1. 1. 0. 0.],33.0
[ 5 16 38 30 40],[ 5 10 16  2 16],59,[1. 1. 1. 0. 0.],31.0
[46  2 38 20 45],[ 5  8 17  5 14],84,[0. 0. 1. 0. 1.],31.0
[ 2 27 24 33 49],[19 17  6  3 11],94,[1. 1. 0. 0. 1.],47.0
[45  4 16  1  9],[15  1 11  7  8],66,[1. 1. 1. 1. 0.],34.0
[29 37 21 22 39],[ 5  6  2 16  7],63,[0. 0. 0. 1. 1.],23.0
[27 14 48 31 20],[17 10 14 12 19],75,[1. 1. 0. 0. 1.],46.0
[12 27  5 37 42],[ 1 16  4  4 15],92,[1. 1. 1. 0. 1.],36.0
[ 9 36 16 31  3],[ 9  3 15 15 16],69,[1. 0. 1. 1. 1.],55.0
[11 23  7 19  1],[10  7  2 16  5],22,[0. 0. 0. 1. 1.],21.0
[15 23 23 49 30],[19 16 11  6 12],89,[1. 1. 0. 0. 1.],47.0
[24 37 21 36 28],[16  5 16 10 14],54,[1. 0. 1. 0. 0.],32.0
[22 33  5 19  1],[16  6 12 19 16],44,[1. 0. 0. 1. 1.],51.0
[42 36 47 28 40],[ 8  6 14  1 12],81,[0. 1. 0. 0. 1.],18.0
[ 7 36  1 24 10],[14 15  6  2 15],59,[1. 1. 1. 0. 1.],50.0
[47 29 31 44  9],[18 15  8  6 13],79,[0. 1. 1. 0. 1.],36.0
[21 25 35 11 20],[ 5  3 17 15 15],35,[0. 0. 0. 1. 1.],30.0
[41 10  8 18  3],[ 7 10  4 15  9],77,[1. 1. 0. 1. 1.],41.0
[37 31 34 11 13],[10 18  4  5  1],72,[1. 1. 0. 0. 0.],28.0
[30 27 11 17 40],[ 4  8  4 11 12],63,[0. 1. 1. 1. 0.],23.0
[43 32 14  8 48],[18  1  4 11 15],75,[1. 0. 1. 1. 0.],33.0
[27 13 33 47 35],[17  9  1  2  1],89,[1. 1. 0. 1. 0.],28.0
[37 31  5 45 13],[ 4 10 14 16  7],64,[0. 0. 1. 1. 1.],37.0
[42  5 17 38 12],[ 6 16 15 11 14],40,[0. 1. 1. 0. 1.],45.0
[ 1  7 45 20 19],[ 5  8  3  4 14],41,[1. 1. 0. 0. 1.],27.0
[33 41 37 17 24],[13  4 11  4  8],24,[0. 0. 0. 0. 1.],8.0
[36 14 49 26  8],[11 11 13  9  6],31,[0. 1. 0. 0. 1.],17.0
[36 31 24 47 38],[15  7 12  5  9],15,,0.0
[32 42 37 43 16],[13 11  1  2  1],22,[0. 0. 0. 0. 1.],1.0
[29 41 47  9 10],[14 19  9  9  4],39,[1. 0. 0. 1. 0.],23.0
[28 29 38  9 20],[ 2 19  2  9 10],17,[0. 0. 0. 1. 0.],9.0
[24 20 12 48 41],[14 18  3 16  6],62,[1. 1. 1. 0. 0.],35.0
[33 21 33 26 39],[19 17 18 10 17],15,,0.0
[32 30  3 17 42],[12 16 12 16 15],46,[0. 1. 1. 0. 0.],28.0
[14 13 17 15  1],[19  7  1 18 18],98,[1. 1. 1. 1. 1.],63.0
[19  4 14  7 48],[ 9  6  8  4 13],54,[1. 1. 1. 1. 0.],27.0
[21  9 41 49 11],[ 7 16 12 13  9],80,[0. 1. 0. 1. 1.],38.0
[11 30 15 30  9],[ 9  3  8 11  8],91,[1. 0. 1. 1. 1.],36.0
[39 25 44 28  1],[16 15  1  4  4],27,[0. 1. 0. 0. 1.],19.0
[23 33 15 20 13],[16  5  6  6 13],36,[1. 0. 0. 0. 1.],29.0
[19 29 41 49  1],[ 4  1 11 14  3],38,[1. 0. 0. 0. 1.],7.0
[30 31  3  4 49],[13  7 18  9  4],66,[1. 0. 1. 1. 0.],40.0
[ 4  2 18 12 14],[ 9  4 17 10  5],39,[1. 1. 1. 1. 0.],40.0
[11  6  5 17 37],[12 16  9  9  2],20,[1. 1. 0. 0. 0.],28.0
[49 21 16 10 25],[ 5  2  2 13 19],30,[0. 0. 0. 0. 1.],19.0
[33 34 18 43 32],[4 2 5 7 2],64,[0. 0. 1. 1. 0.],12.0
[ 8  4 48  3 18],[14 18 14 11 13],91,[1. 1. 1. 1. 1.],70.0
[ 8 28 18 19 44],[12  3 11  5 17],47,[1. 0. 1. 1. 0.],28.0
[43 49  8 46 41],[ 9 18  5  2 13],75,[0. 1. 1. 0. 0.],23.0
[33 27 33 26 13],[18 12 10  8 12],38,[1. 0. 0. 0. 0.],18.0
[14 18 28 23 42],[ 7 11 15  5 12],79,[1. 1. 1. 0. 0.],33.0
[28  5 41 14  7],[18 16 13 18 17],63,[1. 1. 0. 1. 1.],69.0
[10 11 45 34 37],[ 9 14  4 13 12],62,[1. 1. 0. 1. 0.],36.0
[13 42 21 41 11],[12 14  7  5  4],50,[1. 0. 1. 0. 1.],23.0
[ 4 13  1  3 21],[ 3 16  6 15 11],93,[1. 1. 1. 1. 1.],51.0
[ 3 28 37 18  7],[ 8 11 13 15 14],82,[1. 0. 1. 1. 1.],50.0
[40 24  4  9 44],[13  9  8  3 14],16,[0. 0. 1. 1. 0.],11.0
[ 5 46 42  7 20],[15 19 12  7  3],63,[1. 1. 0. 1. 0.],41.0
[24 15 31 14 49],[19 11 11 13  7],85,[1. 1. 1. 1. 0.],54.0
[49 20 30  1 46],[16  2 15  1 14],86,[1. 0. 1. 1. 0.],32.0
[36 32 15 28 15],[14 15  7 16 17],62,[0. 0. 1. 1. 1.],40.0
[ 4  8 38 12 15],[16 19 17 17  1],54,[1. 1. 0. 1. 1.],53.0
[38 45 13 17 17],[12 15 15  9 16],84,[0. 1. 1. 0. 1.],46.0
[41  8 47 17  2],[ 9  4  6  4 16],60,[1. 1. 0. 0. 1.],29.0
[13  3 10 30 34],[ 2  2 11 19 17],76,[0. 0. 1. 1. 1.],47.0
[ 9  6 12 20 31],[ 2  4 13 17 12],84,[1. 1. 1. 1. 1.],48.0
[33 13 35  5 33],[17  3 11  1 11],49,[1. 1. 0. 0. 0.],20.0
[38  4  5 12 48],[16 17 13  3  5],70,[1. 1. 1. 1. 0.],49.0
[ 8 19 19 11 35],[14 16 11 18  7],61,[1. 1. 1. 1. 0.],59.0
[30 21 34  9 35],[ 6  7 16  3 15],66,[0. 1. 1. 1. 0.],26.0
[ 6 48 34 31  8],[18  7 10 14 16],44,[1. 0. 0. 0. 1.],34.0
[22 33 11 28 49],[14 10  2  8  5],36,[1. 0. 1. 0. 0.],16.0
[11  8 26 47 41],[15 17 17 14 15],18,[0. 1. 0. 0. 0.],17.0
[33 18 14 38 36],[14  1  2  4  4],42,[1. 0. 0. 0. 0.],14.0
[34 11 12 46 13],[ 4  7  8 17  3],72,[0. 1. 1. 1. 0.],32.0
[20  9 39  2  7],[ 6 11 12 14 12],26,[0. 1. 0. 1. 1.],37.0
[ 6 40 20 35  7],[16 19 17 18  6],41,[1. 0. 1. 0. 1.],39.0
[22 29 14  2 22],[11 12 15  7 15],46,[0. 0. 1. 1. 1.],37.0
[12 45 33  9 22],[ 2 10 13 10 16],78,[1. 0. 1. 1. 1.],41.0
[11 10 17 22  3],[ 7 18 14  1  4],79,[1. 1. 1. 1. 1.],44.0
[15 19  8 13 42],[19  2 13  3 10],68,[1. 0. 1. 0. 1.],42.0
[33  7  6 28 18],[18  2 19 14 12],30,[0. 0. 1. 0. 1.],31.0
[ 3 12 12 44 12],[9 1 8 9 1],94,[1. 1. 1. 1. 1.],28.0
[29  6 43 34 48],[ 2 13 19 10  6],65,[0. 1. 1. 0. 0.],32.0
[28 34 22  1  9],[16  6 12  2 17],33,[0. 0. 1. 1. 1.],31.0
[33 44 31 23  6],[ 1 10  2  3  3],44,[0. 1. 0. 0. 0.],10.0
[12 41 48 28 17],[ 7  4  5 17  2],70,[1. 0. 0. 1. 1.],26.0
[18  2 30 29 24],[18  3  4  4 17],40,[1. 1. 0. 0. 0.],21.0
[39 39 24  6 47],[ 4  2 13 18 14],62,[0. 0. 0. 1. 1.],32.0
[13 38 35 48 20],[14  6 13 18 15],19,[1. 0. 0. 0. 0.],14.0
[45  7 16 39 37],[12  8 12 11 10],73,[1. 1. 1. 0. 0.],32.0
[23  4 40  7 41],[12  4  5  9  7],80,[1. 1. 0. 1. 1.],32.0
[ 4 47 16 36 21],[15 18  2 15  7],96,[1. 1. 0. 1. 0.],48.0
[17 25 31 11 13],[15  8  2 16 15],80,[1. 1. 0. 1. 1.],54.0
[10 38  8  1 22],[ 7  7  4  7 17],76,[1. 1. 0. 1. 1.],38.0
[41  7 43  1 24],[16  9 13  9  4],71,[1. 1. 0. 1. 0.],34.0
[35 30 14 49  9],[ 5 18 19 16  5],67,[0. 1. 1. 0. 1.],42.0
[28 12 38 32 47],[11 14  4  7 10],92,[1. 1. 0. 0. 1.],35.0
[10 12 25 29 49],[ 7  3 15  2 18],33,[0. 0. 1. 0. 0.],15.0
[30  6 36  3 39],[ 7  1  7  2 17],48,[0. 1. 0. 1. 1.],20.0
[17 38 33 14 29],[13 12 14 10  5],79,[1. 0. 1. 1. 0.],37.0
[16  5  3 27 11],[11 14 16 15  1],60,[1. 1. 1. 1. 0.],56.0
[30 38  3 16 15],[17  3 17 17  6],98,[1. 0. 1. 1. 1.],57.0
[12  3 43 48 47],[11  6  7 12  2],26,[1. 1. 0. 0. 0.],17.0
[40 36 44 33 31],[17 11  7  9 17],53,[1. 0. 0. 0. 0.],17.0
[49 39 44  2  7],[16 15  7 17 15],81,[1. 0. 0. 1. 1.],48.0
[ 3 48 15 18 35],[12  5 14 15  7],50,[1. 0. 1. 1. 0.],41.0
[34 44 15  3 25],[2 6 4 4 5],56,[0. 0. 1. 1. 1.],13.0
[13  3  3 11 30],[ 9 16 11 13  2],79,[1. 1. 1. 1. 1.],51.0
[41 15 20 20 31],[18  6 18  6  7],15,[0. 1. 0. 0. 0.],6.0
[45 48 45  9 14],[12 12  3  4  1],44,[0. 0. 0. 1. 1.],5.0
[36 40 24 25 11],[16 17  8 17 10],73,[1. 0. 0. 1. 1.],43.0
[20 32 28 17 38],[ 3  8  7 15 17],18,[0. 0. 0. 1. 0.],15.0
[ 3 40 28 27 29],[ 4 13  9  4 18],51,[1. 0. 0. 0. 1.],22.0
[ 8  3 37  3 19],[18  8 12 18 17],24,[1. 1. 0. 1. 0.],44.0
[ 6  6 21 49 32],[ 6  5  3 12 11],88,[1. 0. 0. 1. 1.],29.0
[24 26 23 35 17],[ 8  3 12  5  8],30,[0. 0. 1. 0. 0.],12.0
[13  4 20 40 39],[12 15  1  2  8],86,[1. 1. 1. 0. 1.],36.0
[19  1 35 35 21],[14 10 13 11 18],75,[1. 0. 1. 0. 1.],45.0
[46 13 32 42 44],[10 11 18  9 16],86,[0. 0. 1. 0. 1.],34.0
[14 39 36 34  5],[19 16 18 17  1],78,[1. 0. 1. 0. 1.],38.0
[35 25 24 17 31],[ 3 17 18 12 11],33,[0. 0. 1. 0. 0.],18.0
[ 9  6 32 16 36],[12  2  6 19 10],72,[1. 1. 0. 1. 1.],43.0
[47 27 12  5 42],[15  6 10 16  8],42,[0. 0. 1. 1. 0.],26.0
[21 32  9 43 29],[ 9  4 12 15 16],74,[1. 0. 1. 0. 1.],37.0
[48 31  9  2 17],[ 2 18 12 12  3],38,[0. 1. 0. 1. 0.],30.0
[39 37 36 30 34],[19  7  4  4  1],81,[1. 1. 0. 0. 0.],26.0
[ 1 40 37  8 28],[12 12 14  7 15],34,[1. 0. 0. 0. 1.],27.0
[36  5 21 39 20],[13 19  9 13 12],62,[1. 1. 0. 0. 1.],44.0
[25 39 10 41 21],[ 7  9 15 14 11],26,[0. 0. 1. 0. 0.],15.0
[38 31  2 19 17],[ 8 11 15 14 12],46,[0. 0. 1. 1. 1.],41.0
[39  9 40 29 35],[16  6 10 18 14],36,[0. 0. 0. 1. 0.],18.0
[25 36 31  3 31],[ 6 12 16 17  6],23,[0. 0. 0. 1. 0.],17.0
[24  7 46 34 46],[ 8 13 11 15  5],21,[0. 1. 0. 0. 0.],13.0
[45 42 30 31 26],[19  2 15 17  7],40,[0. 0. 0. 1. 0.],17.0
[39 47 38 13 35],[ 4 19  9  4  4],49,[0. 1. 0. 0. 0.],19.0
[ 9 18 17 47 33],[ 9 16 14 19 10],66,[1. 1. 1. 0. 0.],39.0
[42  6 12 29 36],[11  2 10  5  5],68,[1. 1. 1. 0. 0.],23.0
[22 29 43 17  1],[ 2 12  7 10  7],34,[0. 1. 0. 0. 1.],19.0
[ 6 26 42  4 40],[16 10  7 15 15],42,[1. 1. 0. 1. 0.],41.0
[39  2 22 32 19],[12  7 12  7 11],88,[1. 1. 1. 0. 1.],42.0
[ 7 35 18 14 48],[17  5 18  5 16],26,[1. 0. 1. 0. 0.],35.0
[ 5 48 47  1 13],[ 1 10  5 18 12],22,[1. 0. 0. 1. 1.],31.0
[19 13 34 35 16],[15 12  2  3 15],68,[1. 1. 0. 0. 1.],42.0
[34 17  4 16 47],[10  4  6 12 15],85,[0. 1. 1. 1. 1.],37.0
[28  7 47 19 24],[ 7  3 17  6 12],95,[0. 0. 1. 1. 1.],35.0
[17 44 19 47 18],[17  9 10 18  5],87,[1. 0. 1. 1. 0.],45.0
[ 7  5 33 13 21],[15 13  9 18 16],82,[1. 1. 1. 1. 1.],71.0
[ 5 43 37 44 46],[18 15 17  4 17],99,[1. 0. 1. 0. 1.],52.0
[44 25 31 38 40],[ 7 13  5 13  6],33,[0. 1. 0. 0. 0.],13.0
[11 18 18 13 27],[ 1  4  5 13  4],27,[1. 0. 0. 1. 0.],14.0
[ 6 31 42 13 13],[11  1  2 11 19],41,[1. 0. 0. 1. 1.],41.0
[26 19  7 21 27],[ 6  8 15 14  3],99,[1. 1. 1. 1. 0.],43.0
[27  2  8 38 41],[19 12 16 10 13],72,[1. 1. 1. 0. 0.],47.0
[21 38 14  4 30],[ 6 16  5  5  6],98,[1. 1. 0. 1. 1.],33.0
[27 48 21 16 41],[11 13 10 14  3],46,[1. 0. 0. 1. 0.],25.0
[11  1 12 24  7],[ 3 16 17  5 12],35,[1. 1. 1. 0. 1.],48.0
[26 33 31 18 35],[ 4 17 11  4  7],35,[0. 1. 0. 0. 0.],17.0
[30 13 30 16  6],[ 2  5  7 19  1],34,[0. 1. 0. 1. 0.],24.0
[ 8  7 10 42 40],[15  7  6 13  8],98,[1. 1. 0. 1. 1.],43.0
[17 37 49  7 18],[ 8 18  5 17  7],47,[0. 1. 0. 1. 0.],35.0
[38  5 26 47 13],[19 11  7 14  4],29,[0. 1. 0. 0. 1.],15.0
[19  3 12 34 41],[ 4 19 14 19  4],65,[0. 1. 1. 1. 0.],52.0
[37  5 32 30 21],[16  4 17 14  7],28,[0. 1. 0. 0. 1.],11.0
[49 48 42 37  5],[ 8  4  1 17  5],30,[0. 0. 0. 0. 1.],5.0
[40 12 31 25 34],[14 19  7 17 17],84,[0. 1. 0. 1. 1.],53.0
[14 27 28 38 18],[ 3  6  6  5 16],72,[1. 1. 0. 0. 1.],25.0
[46 44 38 37 33],[ 6  8 14 11  6],36,[0. 0. 0. 0. 1.],6.0
[34 40  4 34 23],[ 1 19  5 11  7],22,[0. 0. 1. 0. 0.],5.0
[27  5 22 11 21],[ 1  1 14 18  3],81,[1. 0. 1. 1. 1.],36.0
[ 4 38 30  1 40],[12 16  1 13 12],62,[1. 1. 0. 1. 0.],41.0
[25 15 29 41 30],[ 4 13  3 17  2],77,[0. 1. 0. 1. 0.],30.0
[23  9 39 49 13],[ 8  3  6 10  3],40,[1. 1. 0. 0. 0.],11.0
[ 8 47 40  9 44],[ 9 18 17  8 18],59,[1. 0. 1. 1. 0.],34.0
[40 15 34 21 45],[17 14 13  4  6],60,[1. 1. 0. 0. 0.],31.0
[20 34 39 12 17],[ 8  6 17 18 10],17,[0. 0. 0. 1. 0.],18.0
[ 1 29 44 19 46],[ 4  9 18 17  2],92,[0. 1. 1. 1. 0.],44.0
[22 17 32  4 43],[12  8  2  9 10],75,[1. 1. 1. 1. 0.],31.0
[20 45 27  7 38],[ 4  8  2  1 15],77,[1. 0. 0. 1. 1.],20.0
[23  6 23 23 49],[14 17  2  3 18],94,[1. 1. 0. 0. 1.],49.0
[41 13 39 21 39],[17 12 11 16  2],88,[1. 1. 0. 1. 0.],45.0
[43 16 32 29 39],[11 15 13  6  5],60,[0. 1. 1. 0. 0.],28.0
[24 34 35 47 41],[10  1 11 10  5],47,[0. 0. 1. 0. 0.],11.0
[31  1 22 40 48],[ 9  6 17  4 13],43,[0. 1. 1. 0. 0.],23.0
[25 44 19 40 16],[ 7 16 13  1 15],35,[0. 0. 1. 0. 1.],28.0
[38 27 35  3 19],[13  3  7  9 16],45,[0. 0. 0. 1. 1.],25.0
[39 21 16 37  1],[ 9 10  3  5  2],23,[0. 1. 0. 0. 1.],12.0
